Quantity,Price,Rate,Holiday,customer_age,customer_birthdate,customer_gender,Customer_Type,customer_City,City_Population,City_Density(people/km2),employee_age,employee_BirthDate,employee_months_working,employee_HireDate,RoleDesc,WH,EmpType,Branch_Name,Branch_Location,PaymentMethod,DEPARTMENT,orderDate_quarter,OrderedDate,promotionDate_quarter,PromotionDate,PromotionType
21,242.9,4.6,0,35,25/12/1986,Female,Member,South,139200,20.2,32,04/01/1990,10,01/10/2021,Cashier,6h,Fixed term,A,East,Cash,Home,2,29/06/2021 00:00,2,11/05/2021 00:00,Discount Promotions
148,62.9,1.4,0,51,23/06/1971,Male,Member,West,249100,71.3,39,06/10/1982,3,29/04/2021,Cashier,6h,Shiftworkers,D,West,Cash,Kids,1,18/03/2021 00:00,1,11/03/2021 00:00,Tiered Promotions
57,415.1,10,0,40,15/08/1981,Male,Member,East,951800,199.9,33,09/12/1988,9,22/10/2021,Cashier,12h,Fixed term,D,West,Ewallet,Beauty,3,16/09/2021 00:00,3,09/09/2021 00:00,Sales Promotion
71,983.3,5.7,0,70,20/11/1951,Female,Member,North,146900,350.1,32,29/12/1989,6,01/02/2021,Cashier,12h,Part-time,C,East,Credit card,Women,3,25/09/2021 00:00,3,07/08/2021 00:00,Free Gift with Purchase
32,900.2,4.6,1,64,28/09/1957,Male,Member,East,300300,11.3,21,09/08/2000,5,20/02/2021,Cashier,12h,Part-time,B,North,Cash,Men,3,03/09/2021 00:00,3,27/08/2021 00:00,No Promotion
28,115.3,6.6,0,50,12/09/1971,Female,Member,North,146900,350.1,29,25/10/1992,4,14/03/2022,Cashier,6h,Shiftworkers,A,East,Ewallet,Kids,4,12/11/2021 00:00,4,01/10/2021 00:00,No Promotion
69,407.2,3.2,1,65,10/05/1957,Male,Member,East,951800,199.9,39,06/10/1982,3,29/04/2021,Cashier,6h,Shiftworkers,D,West,Credit card,Designer,1,29/03/2021 00:00,1,08/02/2021 00:00,Discount Promotions
88,379.9,5.3,1,50,21/04/1972,Male,Normal,East,300300,11.3,36,05/03/1986,2,09/05/2022,Cashier,12h,Fixed term,B,North,Ewallet,Women,3,22/07/2021 00:00,3,15/07/2021 00:00,Giveaways
17,773.2,1.2,0,64,20/06/1958,Female,Normal,West,159700,170,20,03/05/2002,11,31/08/2021,Cashier,6h,Shiftworkers,B,North,Credit card,Men,1,08/01/2022 00:00,4,11/12/2021 00:00,Tiered Promotions
8,591.5,3,0,36,31/08/1985,Male,Normal,East,300300,11.3,32,19/10/1989,0,23/07/2021,Cashier,12h,Shiftworkers,C,East,Cash,Home,1,20/01/2021 00:00,1,06/01/2021 00:00,Discount Promotions
49,293.6,7,1,52,29/05/1970,Male,Normal,North,146900,350.1,38,12/01/1984,4,12/03/2021,Cashier,12h,Part-time,B,North,Credit card,Young Adult,2,14/05/2021 00:00,1,19/03/2021 00:00,Sales Promotion
88,144.8,8.7,1,34,26/02/1988,Female,Normal,East,2473400,326.3,21,18/12/2000,0,28/07/2021,Cashier,12h,Shiftworkers,A,East,Credit card,Men,1,08/01/2022 00:00,4,18/12/2021 00:00,No Promotion
129,268,4.1,1,64,24/03/1958,Female,Normal,West,89400,40.5,32,04/01/1990,10,01/10/2021,Cashier,6h,Fixed term,A,East,Cash,Men,1,02/02/2022 00:00,4,08/12/2021 00:00,Free Gift with Purchase
4,620.3,2.9,1,60,06/04/1962,Female,Normal,West,89400,40.5,37,10/09/1984,2,17/05/2022,Cashier,6h,Fixed term,A,East,Credit card,Beauty,1,03/02/2021 00:00,1,13/01/2021 00:00,No Promotion
83,646.5,7.6,1,38,11/06/1984,Female,Member,South,139200,20.2,38,21/09/1983,7,10/12/2021,Cashier,6h,Full-time,C,East,Ewallet,Activewear,1,07/01/2022 00:00,4,19/11/2021 00:00,Tiered Promotions
4,257.9,6.9,1,49,01/09/1972,Female,Normal,East,951800,199.9,37,10/09/1984,2,17/05/2022,Cashier,6h,Fixed term,A,East,Credit card,Kids,1,23/02/2021 00:00,1,05/01/2021 00:00,Online Promotion
12,435.6,5.9,0,39,06/06/1983,Male,Normal,East,300300,11.3,38,18/05/1984,3,02/05/2021,Cashier,6h,Fixed term,E,South,Credit card,Home,4,26/11/2021 00:00,4,01/10/2021 00:00,Sales Promotion
37,973.3,9.1,1,60,04/04/1962,Female,Member,East,951800,199.9,39,06/10/1982,3,29/04/2021,Cashier,6h,Shiftworkers,D,West,Ewallet,Beauty,4,23/12/2021 00:00,4,16/12/2021 00:00,No Promotion
47,154.8,9.1,1,56,14/01/1966,Female,Member,West,249100,71.3,36,20/12/1985,11,10/08/2021,Cashier,12h,Shiftworkers,A,East,Credit card,Kids,3,27/07/2021 00:00,2,29/06/2021 00:00,No Promotion
86,601.4,2.5,0,63,01/07/1959,Male,Member,West,159700,170,21,29/01/2001,6,30/01/2021,Cashier,12h,Part-time,C,East,Ewallet,Activewear,4,27/10/2021 00:00,4,20/10/2021 00:00,No Promotion
72,149.1,3.8,1,35,05/11/1986,Male,Normal,East,951800,199.9,33,30/09/1988,10,09/09/2021,Cashier,6h,Full-time,E,South,Cash,Kids,2,04/05/2021 00:00,2,13/04/2021 00:00,No Promotion
166,191.4,9.1,1,62,30/09/1959,Male,Normal,East,300300,11.3,22,22/02/2000,4,17/03/2021,Cashier,6h,Fixed term,A,East,Cash,Activewear,3,13/08/2021 00:00,2,18/06/2021 00:00,Online Promotion
61,726.3,9.5,0,35,24/08/1986,Male,Normal,West,159700,170,23,12/11/1998,0,08/08/2021,Cashier,12h,Fixed term,E,South,Ewallet,Activewear,2,18/05/2021 00:00,2,11/05/2021 00:00,Online Promotion
65,446.9,8.3,0,53,28/02/1969,Male,Member,South,121400,3.7,20,08/05/2002,5,06/03/2022,Cashier,12h,Full-time,D,West,Cash,Sale,3,10/08/2021 00:00,3,03/08/2021 00:00,Free Gift with Purchase
77,462,9.2,0,57,10/08/1964,Male,Member,West,159700,170,21,22/11/2000,3,04/05/2022,Cashier,12h,Full-time,D,West,Cash,Kids,3,11/09/2021 00:00,3,28/08/2021 00:00,Free Gift with Purchase
32,412.9,9.3,0,32,29/11/1989,Female,Member,West,89400,40.5,21,13/09/2000,5,13/02/2021,Cashier,12h,Part-time,B,North,Ewallet,Kids,2,15/06/2021 00:00,2,27/04/2021 00:00,Sales Promotion
42,155.1,5.7,0,63,02/02/1959,Female,Member,East,300300,11.3,20,28/03/2002,2,14/05/2021,Cashier,12h,Full-time,B,North,Ewallet,Women,2,08/05/2021 00:00,2,10/04/2021 00:00,No Promotion
120,816.5,8.9,0,37,23/02/1985,Female,Member,West,428000,382,30,08/01/1992,3,12/04/2021,Cashier,12h,Full-time,B,North,Cash,Women,4,09/12/2021 00:00,4,04/11/2021 00:00,Free Gift with Purchase
3,690.6,8.4,0,36,04/06/1986,Male,Normal,East,2473400,326.3,20,02/08/2002,11,01/09/2021,Cashier,6h,Shiftworkers,B,North,Credit card,Sale,2,03/05/2021 00:00,2,05/04/2021 00:00,Sales Promotion
44,751.9,4,0,52,24/02/1970,Female,Normal,West,89400,40.5,19,04/04/2003,2,27/05/2021,Cashier,6h,Part-time,D,West,Cash,Beauty,4,29/12/2021 00:00,4,01/12/2021 00:00,Free Gift with Purchase
4,616.5,2.5,0,37,10/03/1985,Male,Member,East,951800,199.9,21,03/10/2000,10,12/09/2021,Cashier,12h,Fixed term,D,West,Ewallet,Home,2,23/04/2021 00:00,1,26/02/2021 00:00,Discount Promotions
25,860.2,4,1,60,08/02/1962,Female,Member,South,139200,20.2,22,03/04/2000,9,25/10/2021,Cashier,6h,Shiftworkers,B,North,Credit card,Men,1,01/01/2022 00:00,4,18/12/2021 00:00,Free Gift with Purchase
90,234.7,2.8,0,41,26/09/1980,Male,Member,West,428000,382,23,12/11/1998,0,08/08/2021,Cashier,12h,Fixed term,E,South,Cash,Activewear,4,05/11/2021 00:00,4,29/10/2021 00:00,Giveaways
75,113.4,2.4,1,63,25/03/1959,Female,Member,West,89400,40.5,23,20/11/1998,3,23/04/2021,Cashier,12h,Full-time,E,South,Ewallet,Sale,1,12/02/2021 00:00,1,05/02/2021 00:00,No Promotion
1,648.9,8.7,0,50,30/11/1971,Female,Member,East,300300,11.3,39,06/10/1982,3,29/04/2021,Cashier,6h,Shiftworkers,D,West,Credit card,Sale,2,06/06/2021 00:00,2,18/04/2021 00:00,Free Gift with Purchase
85,369.1,3,1,44,20/05/1978,Male,Normal,West,159700,170,39,07/05/1983,2,10/05/2021,Cashier,12h,Full-time,E,South,Credit card,Beauty,3,07/07/2021 00:00,2,16/06/2021 00:00,Free Gift with Purchase
78,944.6,8.7,0,42,28/10/1979,Male,Member,West,428000,382,19,19/08/2002,8,22/11/2021,Cashier,12h,Full-time,D,West,Credit card,Sale,1,08/03/2021 00:00,1,25/01/2021 00:00,Discount Promotions
90,222.1,4.4,1,32,18/10/1989,Female,Normal,South,121400,3.7,22,26/10/1999,4,24/03/2022,Cashier,12h,Shiftworkers,E,South,Cash,Beauty,3,18/09/2021 00:00,3,28/08/2021 00:00,Sales Promotion
60,696.3,9.1,1,46,16/10/1975,Female,Member,North,146900,350.1,34,14/10/1987,4,21/03/2022,Cashier,12h,Part-time,B,North,Credit card,Men,3,25/07/2021 00:00,2,20/06/2021 00:00,Online Promotion
49,424,8.5,0,63,24/09/1958,Male,Member,East,951800,199.9,38,21/09/1983,7,10/12/2021,Cashier,6h,Full-time,C,East,Credit card,Kids,4,09/12/2021 00:00,4,18/11/2021 00:00,Sales Promotion
15,580.9,8.1,1,47,14/09/1974,Female,Member,North,146900,350.1,35,07/07/1987,2,12/05/2022,Cashier,6h,Fixed term,C,East,Cash,Kids,3,24/09/2021 00:00,3,20/08/2021 00:00,Free Gift with Purchase
24,274.5,5,0,52,08/01/1970,Male,Member,West,428000,382,33,25/01/1989,0,02/08/2021,Cashier,6h,Fixed term,E,South,Cash,Activewear,2,22/05/2021 00:00,2,03/04/2021 00:00,Free Gift with Purchase
77,466.9,6.4,1,56,06/10/1965,Female,Normal,South,139200,20.2,29,27/09/1992,9,13/10/2021,Cashier,12h,Full-time,C,East,Ewallet,Women,2,13/05/2021 00:00,2,01/04/2021 00:00,Discount Promotions
137,961.3,3.3,1,64,15/09/1957,Male,Normal,South,121400,3.7,37,08/10/1984,2,27/05/2021,Cashier,6h,Full-time,D,West,Cash,Men,2,13/04/2021 00:00,1,16/02/2021 00:00,Sales Promotion
39,478.9,7.8,1,69,12/02/1953,Male,Member,North,146900,350.1,23,29/10/1998,4,16/03/2021,Cashier,6h,Fixed term,A,East,Cash,Men,3,14/09/2021 00:00,3,27/07/2021 00:00,Giveaways
79,846.5,6.5,1,54,09/12/1967,Female,Member,West,249100,71.3,38,14/06/1984,3,29/04/2022,Cashier,6h,Part-time,A,East,Cash,Men,2,23/06/2021 00:00,2,02/06/2021 00:00,Giveaways
159,834.7,7.6,0,43,28/04/1979,Female,Normal,North,1137100,723.4,39,23/12/1982,4,27/03/2022,Cashier,12h,Part-time,C,East,Ewallet,Beauty,4,11/10/2021 00:00,3,27/09/2021 00:00,Giveaways
152,81.7,1.3,1,66,10/05/1956,Female,Member,East,951800,199.9,38,18/01/1984,2,05/06/2021,Cashier,12h,Shiftworkers,E,South,Credit card,Young Adult,2,14/04/2021 00:00,1,17/03/2021 00:00,Discount Promotions
79,306.8,4.2,0,36,17/10/1985,Female,Normal,West,249100,71.3,33,29/11/1988,5,15/02/2022,Cashier,6h,Part-time,B,North,Credit card,Designer,2,18/06/2021 00:00,2,30/04/2021 00:00,Free Gift with Purchase
63,438.6,3.9,0,71,12/05/1951,Male,Normal,East,951800,199.9,20,06/10/2001,8,17/11/2021,Cashier,6h,Fixed term,E,South,Cash,Men,1,17/03/2021 00:00,1,10/03/2021 00:00,Free Gift with Purchase
24,959.4,8.4,0,34,12/08/1987,Female,Member,North,1137100,723.4,31,16/02/1991,6,01/02/2022,Cashier,6h,Shiftworkers,A,East,Ewallet,Home,4,20/12/2021 00:00,4,13/12/2021 00:00,No Promotion
132,745.5,3,1,34,12/06/1988,Female,Normal,East,2473400,326.3,24,26/09/1997,7,02/01/2021,Cashier,6h,Full-time,A,East,Cash,Kids,3,23/09/2021 00:00,3,09/09/2021 00:00,Tiered Promotions
1,615.1,1.3,1,59,26/07/1963,Female,Member,East,951800,199.9,32,26/12/1989,4,28/03/2022,Cashier,6h,Fixed term,D,West,Cash,Beauty,3,25/08/2021 00:00,3,11/08/2021 00:00,Tiered Promotions
70,381.7,8.6,0,44,21/06/1978,Female,Member,North,1137100,723.4,20,01/02/2002,10,09/09/2021,Cashier,12h,Shiftworkers,A,East,Ewallet,Men,2,09/06/2021 00:00,2,21/04/2021 00:00,Sales Promotion
110,794.7,3.9,0,69,18/06/1953,Female,Member,South,139200,20.2,29,24/01/1993,5,15/02/2021,Cashier,12h,Full-time,D,West,Ewallet,Men,4,23/10/2021 00:00,4,09/10/2021 00:00,Online Promotion
5,305.9,9.5,1,32,22/09/1989,Female,Normal,West,249100,71.3,21,18/12/2000,0,28/07/2021,Cashier,12h,Shiftworkers,A,East,Ewallet,Home,2,10/04/2021 00:00,1,13/02/2021 00:00,Free Gift with Purchase
154,209.2,7.4,0,60,19/12/1961,Male,Member,West,249100,71.3,21,22/11/2000,3,04/05/2022,Cashier,12h,Full-time,D,West,Credit card,Women,4,06/12/2021 00:00,4,22/11/2021 00:00,Tiered Promotions
175,334.6,9.6,0,54,21/06/1968,Male,Normal,East,300300,11.3,20,06/10/2001,8,17/11/2021,Cashier,6h,Fixed term,E,South,Credit card,Kids,4,04/11/2021 00:00,4,21/10/2021 00:00,Sales Promotion
173,466.5,8.1,1,32,25/09/1989,Male,Normal,West,89400,40.5,33,29/11/1988,5,15/02/2022,Cashier,6h,Part-time,B,North,Ewallet,Men,2,14/06/2021 00:00,2,31/05/2021 00:00,Free Gift with Purchase
53,934.8,8.6,1,61,20/08/1960,Male,Member,North,146900,350.1,39,06/10/1982,3,29/04/2021,Cashier,6h,Shiftworkers,D,West,Ewallet,Women,2,14/05/2021 00:00,2,07/05/2021 00:00,Giveaways
165,201.3,4.5,1,41,13/11/1980,Female,Member,West,428000,382,29,30/12/1992,10,28/09/2021,Cashier,6h,Fixed term,E,South,Credit card,Young Adult,2,03/06/2021 00:00,2,27/05/2021 00:00,Tiered Promotions
19,62.8,9.1,1,67,07/04/1955,Male,Member,South,139200,20.2,32,05/11/1989,0,30/07/2021,Cashier,6h,Full-time,C,East,Credit card,Men,3,05/07/2021 00:00,2,17/05/2021 00:00,Online Promotion
179,810.6,1.7,0,71,02/05/1951,Female,Normal,West,159700,170,25,24/11/1996,4,23/03/2021,Cashier,6h,Fixed term,A,East,Credit card,Beauty,3,21/08/2021 00:00,3,14/08/2021 00:00,Free Gift with Purchase
154,790.4,1.4,0,66,25/02/1956,Male,Member,West,159700,170,26,20/06/1996,10,27/09/2021,Cashier,12h,Part-time,D,West,Cash,Men,2,22/04/2021 00:00,1,25/03/2021 00:00,Free Gift with Purchase
161,393.6,3.5,1,58,18/06/1964,Male,Member,West,89400,40.5,33,09/12/1988,9,22/10/2021,Cashier,12h,Fixed term,D,West,Credit card,Kids,4,10/12/2021 00:00,4,26/11/2021 00:00,Free Gift with Purchase
43,609.6,8.6,0,70,15/03/1952,Male,Normal,East,2473400,326.3,33,30/09/1988,10,09/09/2021,Cashier,6h,Full-time,E,South,Cash,Sale,2,19/05/2021 00:00,1,31/03/2021 00:00,Free Gift with Purchase
9,215.3,6.8,0,39,20/06/1983,Female,Member,West,428000,382,31,24/12/1990,5,20/02/2021,Cashier,12h,Full-time,C,East,Cash,Beauty,2,19/06/2021 00:00,2,15/05/2021 00:00,No Promotion
71,265.9,8.9,0,35,27/05/1987,Male,Member,East,300300,11.3,38,18/01/1984,2,05/06/2021,Cashier,12h,Shiftworkers,E,South,Credit card,Designer,3,30/07/2021 00:00,3,02/07/2021 00:00,Discount Promotions
179,450.1,6.4,0,46,08/04/1976,Male,Normal,South,121400,3.7,24,26/09/1997,7,02/01/2021,Cashier,6h,Full-time,A,East,Credit card,Designer,2,10/04/2021 00:00,1,20/02/2021 00:00,Giveaways
125,270.7,1.4,0,35,26/06/1987,Female,Normal,North,1137100,723.4,37,10/09/1984,2,17/05/2022,Cashier,6h,Fixed term,A,East,Credit card,Kids,4,09/12/2021 00:00,4,02/12/2021 00:00,Online Promotion
68,157.4,3,0,45,04/04/1977,Female,Member,West,159700,170,32,04/01/1990,10,01/10/2021,Cashier,6h,Fixed term,A,East,Ewallet,Activewear,2,13/05/2021 00:00,1,18/03/2021 00:00,Giveaways
139,351.5,5.3,1,50,01/04/1972,Female,Member,East,300300,11.3,39,06/10/1982,3,29/04/2021,Cashier,6h,Shiftworkers,D,West,Credit card,Young Adult,2,24/04/2021 00:00,2,10/04/2021 00:00,Free Gift with Purchase
82,265.2,5.3,0,38,13/07/1984,Female,Member,East,2473400,326.3,31,07/05/1991,4,17/03/2021,Cashier,6h,Fixed term,E,South,Credit card,Kids,3,29/09/2021 00:00,3,25/08/2021 00:00,Giveaways
59,160.2,6.1,1,55,15/06/1967,Male,Normal,South,139200,20.2,24,25/01/1998,6,08/02/2022,Cashier,6h,Part-time,D,West,Credit card,Women,3,31/08/2021 00:00,3,06/07/2021 00:00,Giveaways
52,242.8,9.7,1,41,01/11/1980,Male,Member,West,249100,71.3,29,09/08/1992,5,17/02/2021,Cashier,6h,Shiftworkers,E,South,Credit card,Kids,3,04/08/2021 00:00,3,07/07/2021 00:00,Sales Promotion
28,596.1,8.9,1,67,16/07/1955,Female,Normal,North,146900,350.1,20,03/05/2002,11,31/08/2021,Cashier,6h,Shiftworkers,B,North,Cash,Women,4,20/11/2021 00:00,4,06/11/2021 00:00,No Promotion
75,498.9,2.8,0,40,27/01/1982,Male,Member,North,1137100,723.4,37,27/02/1985,10,17/09/2021,Cashier,12h,Full-time,B,North,Ewallet,Men,1,22/03/2021 00:00,1,08/02/2021 00:00,Tiered Promotions
72,996.1,7.9,0,61,07/07/1961,Male,Normal,East,2473400,326.3,36,01/07/1986,1,26/06/2021,Cashier,12h,Fixed term,B,North,Credit card,Young Adult,4,03/11/2021 00:00,3,08/09/2021 00:00,Sales Promotion
16,774.2,5,1,62,06/07/1960,Female,Normal,West,249100,71.3,29,27/09/1992,9,13/10/2021,Cashier,12h,Full-time,C,East,Credit card,Men,1,13/03/2021 00:00,1,06/03/2021 00:00,No Promotion
49,54,4,0,39,04/04/1983,Female,Normal,North,146900,350.1,29,27/09/1992,9,13/10/2021,Cashier,12h,Full-time,C,East,Ewallet,Women,4,09/11/2021 00:00,4,19/10/2021 00:00,No Promotion
153,524.4,9.7,1,52,01/03/1970,Male,Normal,West,89400,40.5,39,07/05/1983,2,10/05/2021,Cashier,12h,Full-time,E,South,Ewallet,Women,3,24/07/2021 00:00,2,26/06/2021 00:00,Tiered Promotions
176,581.6,1.5,0,32,10/12/1989,Female,Member,West,159700,170,32,01/03/1990,6,28/01/2022,Cashier,12h,Shiftworkers,B,North,Ewallet,Beauty,3,03/07/2021 00:00,2,05/06/2021 00:00,Discount Promotions
111,760.8,4.9,0,64,06/02/1958,Male,Normal,North,1137100,723.4,33,16/02/1989,11,05/09/2021,Cashier,12h,Part-time,E,South,Credit card,Activewear,2,19/06/2021 00:00,2,24/04/2021 00:00,Online Promotion
29,758.5,4.8,0,34,13/05/1988,Male,Normal,North,146900,350.1,32,15/06/1990,4,08/04/2022,Cashier,12h,Full-time,D,West,Ewallet,Kids,2,21/04/2021 00:00,2,14/04/2021 00:00,Online Promotion
158,882.1,7.4,0,50,07/08/1972,Female,Normal,East,951800,199.9,35,12/11/1986,5,22/02/2021,Cashier,12h,Fixed term,B,North,Ewallet,Beauty,1,11/01/2022 00:00,4,28/12/2021 00:00,Tiered Promotions
19,784.9,4.9,1,46,11/09/1975,Male,Normal,South,139200,20.2,37,27/02/1985,10,17/09/2021,Cashier,12h,Full-time,B,North,Cash,Beauty,2,28/04/2021 00:00,2,07/04/2021 00:00,Free Gift with Purchase
66,492.5,7.3,0,63,13/10/1958,Female,Member,South,121400,3.7,23,29/10/1998,4,16/03/2021,Cashier,6h,Fixed term,A,East,Ewallet,Kids,1,11/03/2021 00:00,1,18/02/2021 00:00,Online Promotion
103,663.5,7,1,64,26/04/1958,Female,Member,East,2473400,326.3,21,18/12/2000,0,28/07/2021,Cashier,12h,Shiftworkers,A,East,Cash,Women,2,12/06/2021 00:00,2,01/05/2021 00:00,Tiered Promotions
170,433.1,2.8,0,49,15/03/1973,Female,Normal,West,159700,170,25,25/11/1996,9,08/11/2021,Cashier,12h,Fixed term,A,East,Cash,Beauty,2,21/04/2021 00:00,1,03/03/2021 00:00,Free Gift with Purchase
12,370.6,3.2,0,40,15/03/1982,Male,Normal,South,121400,3.7,36,01/07/1986,1,26/06/2021,Cashier,12h,Fixed term,B,North,Ewallet,Sale,1,05/01/2022 00:00,4,15/12/2021 00:00,Giveaways
12,562.2,4.2,0,52,28/09/1969,Female,Member,West,249100,71.3,38,14/06/1984,3,29/04/2022,Cashier,6h,Part-time,A,East,Cash,Designer,1,27/01/2021 00:00,1,20/01/2021 00:00,No Promotion
58,79.3,3.9,1,42,28/10/1979,Female,Member,East,2473400,326.3,22,26/06/2000,6,22/01/2022,Cashier,12h,Shiftworkers,C,East,Ewallet,Kids,2,12/05/2021 00:00,1,17/03/2021 00:00,No Promotion
83,347,3.2,1,39,25/12/1982,Female,Member,North,146900,350.1,22,03/04/2000,9,25/10/2021,Cashier,6h,Shiftworkers,B,North,Credit card,Home,2,19/06/2021 00:00,2,08/05/2021 00:00,Free Gift with Purchase
151,724.2,5.6,0,53,19/10/1968,Male,Member,West,89400,40.5,39,13/03/1983,3,23/04/2021,Cashier,6h,Shiftworkers,C,East,Cash,Sale,4,02/10/2021 00:00,3,04/09/2021 00:00,Free Gift with Purchase
72,198.4,7.4,0,54,13/06/1968,Male,Member,West,159700,170,39,06/10/1982,3,29/04/2021,Cashier,6h,Shiftworkers,D,West,Credit card,Men,2,01/05/2021 00:00,1,27/03/2021 00:00,Giveaways
2,558,4.2,0,47,22/12/1974,Female,Normal,West,159700,170,34,14/10/1987,4,21/03/2022,Cashier,12h,Part-time,B,North,Ewallet,Beauty,1,06/03/2021 00:00,1,23/01/2021 00:00,Tiered Promotions
64,299,2,0,52,19/02/1970,Male,Member,South,121400,3.7,33,30/09/1988,10,09/09/2021,Cashier,6h,Full-time,E,South,Cash,Women,2,08/05/2021 00:00,2,17/04/2021 00:00,Giveaways
83,166,9.6,1,57,03/06/1965,Male,Normal,East,300300,11.3,27,26/07/1995,1,20/06/2021,Cashier,6h,Shiftworkers,B,North,Credit card,Kids,4,18/12/2021 00:00,4,04/12/2021 00:00,No Promotion
14,184,9,0,39,08/11/1982,Female,Normal,North,1137100,723.4,19,19/08/2002,8,22/11/2021,Cashier,12h,Full-time,D,West,Credit card,Kids,1,17/01/2021 00:00,1,03/01/2021 00:00,Giveaways
85,93.4,2.2,1,61,30/01/1961,Male,Member,West,428000,382,36,13/03/1986,0,18/07/2021,Cashier,6h,Part-time,D,West,Ewallet,Designer,3,24/08/2021 00:00,3,20/07/2021 00:00,Free Gift with Purchase
2,781.4,3,1,53,25/06/1969,Female,Member,East,951800,199.9,32,01/03/1990,6,28/01/2022,Cashier,12h,Shiftworkers,B,North,Cash,Men,2,03/06/2021 00:00,2,27/05/2021 00:00,Giveaways
37,624.9,3.7,0,71,11/10/1950,Male,Normal,East,951800,199.9,31,24/12/1990,5,20/02/2021,Cashier,12h,Full-time,C,East,Credit card,Sale,3,30/09/2021 00:00,3,02/09/2021 00:00,Free Gift with Purchase
66,247.2,3.1,0,69,10/12/1952,Female,Member,South,121400,3.7,33,18/12/1988,2,22/05/2021,Cashier,6h,Fixed term,E,South,Cash,Women,1,08/02/2021 00:00,1,11/01/2021 00:00,No Promotion
64,6.9,1.3,0,71,06/09/1950,Male,Normal,West,249100,71.3,24,25/01/1998,6,08/02/2022,Cashier,6h,Part-time,D,West,Credit card,Sale,1,30/03/2021 00:00,1,23/02/2021 00:00,Sales Promotion
45,658,1.9,0,57,23/04/1965,Female,Member,South,121400,3.7,37,25/03/1985,9,29/10/2021,Cashier,6h,Part-time,B,North,Ewallet,Kids,1,03/01/2022 00:00,4,22/11/2021 00:00,Giveaways
177,26.4,2,1,50,30/04/1972,Male,Normal,South,121400,3.7,28,06/09/1993,9,25/10/2021,Cashier,6h,Fixed term,E,South,Credit card,Kids,2,30/04/2021 00:00,2,09/04/2021 00:00,Free Gift with Purchase
18,476.3,2.1,0,64,08/10/1957,Female,Normal,South,139200,20.2,33,18/09/1988,2,15/05/2022,Cashier,6h,Part-time,C,East,Credit card,Young Adult,4,07/11/2021 00:00,4,03/10/2021 00:00,Online Promotion
33,555.7,3.5,0,49,09/05/1973,Female,Normal,South,139200,20.2,31,01/03/1991,10,20/09/2021,Cashier,6h,Full-time,B,North,Cash,Young Adult,2,31/05/2021 00:00,2,26/04/2021 00:00,Sales Promotion
29,636.9,9.2,1,43,10/09/1978,Male,Member,East,2473400,326.3,24,25/01/1998,6,08/02/2022,Cashier,6h,Part-time,D,West,Ewallet,Men,1,02/03/2021 00:00,1,19/01/2021 00:00,Tiered Promotions
80,280.3,6.3,1,36,11/10/1985,Male,Normal,West,249100,71.3,37,17/05/1985,1,04/07/2021,Cashier,12h,Full-time,D,West,Credit card,Activewear,4,03/10/2021 00:00,3,12/09/2021 00:00,No Promotion
43,902.1,8.1,1,49,03/06/1973,Female,Member,South,121400,3.7,31,24/12/1990,5,20/02/2021,Cashier,12h,Full-time,C,East,Ewallet,Beauty,1,13/03/2021 00:00,1,16/01/2021 00:00,Tiered Promotions
91,765.5,2.5,1,41,12/03/1981,Female,Member,East,300300,11.3,38,15/04/1984,1,16/06/2021,Cashier,6h,Fixed term,C,East,Cash,Kids,4,01/10/2021 00:00,3,24/09/2021 00:00,Tiered Promotions
80,761.9,7.5,1,43,11/10/1978,Female,Member,West,159700,170,31,24/12/1990,5,20/02/2021,Cashier,12h,Full-time,C,East,Credit card,Kids,3,25/08/2021 00:00,3,18/08/2021 00:00,Sales Promotion
20,523.9,7.7,0,34,26/08/1987,Male,Member,South,121400,3.7,21,13/09/2000,5,13/02/2021,Cashier,12h,Part-time,B,North,Credit card,Kids,1,30/03/2021 00:00,1,23/02/2021 00:00,Free Gift with Purchase
54,366.1,4,1,38,22/07/1984,Female,Member,West,89400,40.5,31,24/12/1990,5,20/02/2021,Cashier,12h,Full-time,C,East,Credit card,Women,2,19/04/2021 00:00,1,22/03/2021 00:00,No Promotion
140,744.1,5.2,1,33,05/04/1989,Male,Member,West,249100,71.3,20,02/08/2002,11,01/09/2021,Cashier,6h,Shiftworkers,B,North,Ewallet,Activewear,4,24/12/2021 00:00,4,10/12/2021 00:00,Sales Promotion
59,790,4.7,0,55,29/10/1966,Male,Member,South,121400,3.7,21,22/11/2000,3,04/05/2022,Cashier,12h,Full-time,D,West,Cash,Home,2,24/04/2021 00:00,1,27/03/2021 00:00,Giveaways
72,878.1,4.6,0,38,20/03/1984,Female,Member,West,428000,382,31,30/08/1990,7,01/01/2021,Cashier,6h,Fixed term,C,East,Cash,Kids,1,22/01/2021 00:00,1,08/01/2021 00:00,Free Gift with Purchase
79,506.5,8.4,1,52,18/08/1969,Female,Member,West,428000,382,33,25/01/1989,0,02/08/2021,Cashier,6h,Fixed term,E,South,Credit card,Beauty,4,06/10/2021 00:00,3,22/09/2021 00:00,No Promotion
29,993.4,3.8,1,37,27/09/1984,Male,Member,East,2473400,326.3,37,08/10/1984,2,27/05/2021,Cashier,6h,Full-time,D,West,Credit card,Beauty,2,13/05/2021 00:00,2,01/04/2021 00:00,No Promotion
